series,season,number,title,director,writer,air_date,description
Bewitched,4,25,To Twitch or Not to Twitch,William Asher,Lila Garrett & Bernie Kahn,1968-03-14,"On the way to a formal dinner party at the home of potential new client, Dwight Sharpe (Arthur Julian) on a rainy night, Samantha and Darrin argue about her use of witchcraft. When the car gets a flat tire, Darrin decides she should make an exception, but she refuses, and he must change the tire in the pouring rain, ruining the evening. Samantha storms off to mother with Tabatha. Darrin apologizes and Sam comes back. Despite Darrin not wanting to, Sam makes sure they go to the Sharpes' to make up for the previous night's fiasco.

Note: Filmed February 5, 1968"
Bewitched,4,26,Playmates,William Asher,Richard Baer,1968-03-21,"Darrin's mother thinks Samantha is an overprotective mother by not exposing Tabitha to other children. She introduces Samantha and Tabitha to a friend of hers, Gretchen Millhauser (Peggy Pope) and her 5-year-old son, Michael (Teddy Quinn), who recently moved into the neighborhood. Because Michael is a spoiled brat and a bully, Tabitha turns him into a bulldog. With Michael now missing and a bulldog in their presence, Gretchen and Mrs. Stephens try to find Michael and get rid of the dog, while Samantha tries to get the dog alone with Tabatha so that she can turn him back into Michael.

Note: Filmed January 18, 1968. Dick York does not appear."
Bewitched,4,27,Tabatha's Cranky Spell,William Asher,Robert Riley Crutcher,1968-03-28,"With Darrin out of town on business, Larry and Louise invite Samantha for a business dinner with existing client Edgar Baker (J. Edward McKinley) and his wife Agnes Baker (Sara Seegar). They refuse to take no for an answer, saying they will send their own babysitter, Louise's Aunt Harriet, to sit with Tabitha. Tabitha's witchcraft causes Aunt Harriet, who uses a crystal ball as her medium, to believe she truly did contact the after world. The dinner party moves to Samantha's house so that they can all see the ghost Aunt Harriet conjured up. Mr. Baker believes this is all nonsense and pulls his account. Samantha has to figure out a way to get the account back, which she thinks she can do with a little help from Aunt Harriet's crystal ball and Agnes Baker's belief in the afterlife. The ghost of Mr. Baker's Uncle Willie (Harry Harvey Sr.) shows up to help Sam.

Note: Filmed December 4, 1967. Actress Nellie Burt's character is called ""Aunt Harriet"" but credited as ""Aunt Emma"". Dick York does not appear."
Bewitched,4,28,I Confess,Seymour Robbie,Richard Baer,1968-04-04,"Darrin, in a fit of frustration, says that they should tell everyone about Sam being a witch. She makes him dream about that very situation and the reactions of their friends and the US Government. Woodrow Parfrey appears as Gen. Stanton. Herb Ellis appears as Agent W.

Note: Filmed February 12, 1968; episode was pre-empted during initial broadcast to announce the assassination of Martin Luther King Jr."
Bewitched,4,29,A Majority of Two,R. Robert Rosenbaum,Ed Jurist,1968-04-11,"With Darrin out of town, Larry asks Samantha and Aunt Clara to entertain visiting Japanese businessman Kenzu Mishimoto (Richard Haydn) who may be a potential client. The visitor becomes enamored with Clara, who reminds him of his deceased wife, and wants to put business on hold. Aunt Clara and Mishimoto becoming an item causes some problems. Samantha is able to get Aunt Clara to drop Mishimoto. Mishimoto now wants to leave without striking a deal with Larry. Sam must find a way for Mishimoto to ""save face"" and stay.

Note: Filmed February 6, 1968. Dick York does not appear."
Bewitched,4,30,Samantha's Secret Saucer,Richard Michaels,Jerry Mayer & Paul L. Friedman,1968-04-18,"Aunt Clara accidentally turns Tabitha's toy flying saucer into a real one, complete with alien canines Orvis (Steve Franken) and Alpha (Hamilton Camp). Samantha and Darrin are able to explain to nosy Gladys Kravitz and the Air Force officers (Larry D. Mann and Eldon Quick) she has brought with her that the saucer is a prop that Darrin has built for an advertising campaign. Orvis and Alpha are friendly aliens who end up trusting the Stephenses, and who just want to go home. They better hope that Aunt Clara is able to send them and their saucer home before Gladys Kravitz brings back the Air Force officers to investigate this new finding.

Note: Filmed February 19, 1968; last episode to feature Marion Lorne as Aunt Clara; Lorne died May 9, 1968."
Bewitched,4,31,The No-Harm Charm,Russell B. Mayberry,Ed Jurist,1968-04-25,"Instead of becoming a partner, Darrin is nearly fired over a major gaffe in a campaign for a bank. Uncle Arthur (Paul Lynde) convinces Darrin that a lucky charm will protect him from witchcraft and all types of harm. A thankful Darrin uses the power of the charm to try and restore his good name, both with his company, and with Mr. Markham (Vaughn Taylor), the bank president. Samantha knows there is no such thing as a lucky charm. Uncle Arthur gave Darrin the ""charm"" solely to boost his confidence, which it did. Paul Smith appears as a bank robber.

Note: Filmed February 26, 1968"
Bewitched,4,32,Man of the Year,R. Robert Rosenbaum,John L. Greene,1968-05-02,"Darrin has been named one of the Advertising Men of the Year by the Huxter's Club. Endora casts a circle of persuasive charm around Darrin. Larry's partner, Mr. McMann (Roland Winters), believes Darrin is a rising star, and everyone is so enamored with his ideas that he begins to have delusions of grandeur. It isn't until Samantha is in his company with his business associates at a cocktail party and she sees the reaction of those around him that she figures out what's going on. The questions then become how Darrin will react to him not being the golden boy he thought he was, and how he will continue to impress those around him in the future. George Ives appears as O.J. Slocum, a potential client.

Note: Filmed March 1, 1968"
Bewitched,4,33,Splitsville,William Asher,Richard Baer,1968-05-16,"When Gladys decides to leave Abner, Samantha convinces her to stay with the Stephenses until the fighting is resolved. The reason for the fight was her health food regimen, which she tries to impose on Darrin and Sam. As time passes, Mrs. Kravitz does not seem eager to leave, and Mr. Kravitz seems happy without his wife. Darrin allows Samantha to use a little witchcraft to bring the Kravitzes back together. Sam gets local butcher Leon Hogersdorf (Arthur Julian) to romance Gladys and make Abner jealous.

Note: Filmed March 8, 1968"
Bewitched,5,1,Samantha's Wedding Present,William Asher,Bernard Slade,1968-09-26,"On her anniversary, Samantha receives a belated wedding gift from her mother, but Endora is angered by Darrin's reaction. To show what a small man he is, she casts a spell causing him to shrink. Endora refuses to change him back until he apologizes, and Darrin refuses to apologize. A drunk (Dick Wilson) finds Darrin and mistakes him for a leprechaun and wants three wishes before letting him go. The whole ordeal gives Darrin something to think about and he apologizes to Endora.

Note: Filmed August 2, 1968; reworking of the I Dream of Jeannie episode ""My Incredible Shrinking Master"" (March 6, 1967)"
Bewitched,5,2,Samantha Goes South for a Spell,William Asher,Ed Jurist,1968-10-03,"Brunhilde, a jealous witch-wife of one of Serena's boyfriends, mistakes Samantha for Serena, and sends her back to New Orleans in the year 1868, where she cannot remember who she is. Serena then sends Darrin back to rescue his wife, who must give him a willing kiss to break the spell. This task will not be easy for Darrin, as beyond Samantha not knowing who he is, she is taken in by a suave southerner named Rance Butler, who will do whatever is needed to keep Samantha for himself as he has fallen in love with her. Jack Cassidy and Isabel Sanford guest-star.

Note: Filmed June 27, 1968"
Bewitched,5,3,Samantha on the Keyboard,Richard Michaels,Richard Baer,1968-10-10,"Endora makes Tabitha a piano virtuoso. Wanting Samantha to provide a good example to Tabitha, Darrin offers a challenge to Samantha, which she accepts: learn how to play the piano the mortal way. Tabitha's talent attracts unwanted attention from Samantha's piano instructor Johann Sebastian Monroe (Jonathan Harris), who wants to put Tabitha on a performance tour. Samantha and Darrin have to figure out a way to dissuade Monroe. Sam does this by finding Monroe another child prodigy. Fritz Feld appears as Maestro Alfredo Ferranini.

Note: Filmed July 18, 1968; remade as ""Samantha on Thin Ice"", broadcast January 29, 1972."
Bewitched,5,4,"Darrin, Gone and Forgotten",William Asher,Lila Garrett & Bernie Kahn,1968-10-17,"Carlotta (Mercedes McCambridge) holds Darrin captive as she reveals that Endora had promised long ago that Samantha would be married to her son, Juke (Steve Franken). Juke doesn't even really want to marry Samantha. So Samantha tries to get Juke to stand up to Carlotta. In the likelihood that Juke will not be able to do so, Samantha believes she can fight Carlotta by exploiting the basic nature of Carlotta and Juke's relationship to her advantage.

Note: Filmed July 3, 1968; Dick York appears briefly."
Bewitched,5,5,It's So Nice to Have a Spouse Around the House,William Asher,Barbara Avedon,1968-10-24,"Darrin objects to the Witches Council's demand that Samantha make an appearance. Endora convinces Samantha that Serena could masquerade as her in front of Darrin while she goes to appear in front of the Council. The deception goes well until Darrin takes Serena for a weekend at the Moonthatch Inn, the location of his and Samantha's honeymoon. Serena tries her best to ""be Samantha"" in this situation, but she still tries to curb what is Darrin's honeymoon amorous mood until Samantha returns. Fifi D'Orsay appears as Madame Wageir, the owner of the Moonthatch Inn.

Note: Filmed July 25, 1968"
Bewitched,5,6,"Mirror, Mirror on the Wall",Richard Michaels,Lila Garrett & Bernie Kahn,1968-11-07,"Endora wants to mock Darrin's mortal vanity, so she casts a spell to make him obsessed with his appearance. His mod threads upset a staunchly conservative McMann & Tate client, Whitney Hascomb. Samantha figures out that Endora has placed the spell on Darrin. Samantha can't get Endora to remove the spell, so she's going to have to find a way for Darrin, in his young at heart, vain state, to regain Larry and Hascomb's favor. Sara Seegar and Herb Voland guest-star as Mrs. and Mr. Hascomb.

Note: Filmed August 8, 1968. Elizabeth Montgomery's then-husband, Director-producer William Asher, makes a brief cameo appearance as an irate motorist."
Bewitched,5,7,Samantha's French Pastry,William Asher,Richard Baer,1968-11-14,"Uncle Arthur (Paul Lynde) conjures up Napoleon I of France (Henry Gibson) instead of the pastry and is unable to send him home. Samantha is able to convince Napoleon to promise not to tell Larry and Louise who he really is, and pretend to be Henri, her visiting cousin from Paris. But problems arise when Larry, believing Henri looks like Napoleon, wants to use him for an advertising campaign for one of their clients, H. L. Bradley (J. Edward McKinley). When told he will be seen all over the world, Napoleon agrees. The commercial does not go well. Afterwards, with Sam's help, Napoleon is sent back.

Note: Filmed September 6, 1968; plot device of meeting Napoleon Bonaparte was borrowed from the I Dream of Jeannie episode, ""My Master, Napoleon's Buddy"" (April 3, 1967)."
